pos,turn,result
8/4r2p/5kp1/3R1p2/7P/4PK2/5PP1/8,1,1
3R4/4r2p/5kp1/5p2/7P/4PK2/5PP1/8,0,1
3R4/4r3/5kp1/5p1p/7P/4PK2/5PP1/8,1,1
8/4r3/3R1kp1/5p1p/7P/4PK2/5PP1/8,0,1
8/4r1k1/3R2p1/5p1p/7P/4PK2/5PP1/8,1,1
8/4r1k1/6p1/5p1p/3R3P/4PK2/5PP1/8,0,1
8/4r3/6pk/5p1p/3R3P/4PK2/5PP1/8,1,1
8/4r3/6pk/5p1p/3R1K1P/4P3/5PP1/8,0,1
8/r7/6pk/5p1p/3R1K1P/4P3/5PP1/8,1,1
8/r7/6pk/5p1p/3R1K1P/4PP2/6P1/8,0,1
8/8/6pk/5p1p/3R1K1P/4PP2/r5P1/8,1,1
8/8/6pk/5p1p/3R1KPP/4PP2/r7/8,0,1
8/8/6pk/5p2/3R1KpP/4PP2/r7/8,1,1
8/8/6pk/5p2/3R1KPP/4P3/r7/8,0,1
8/8/6pk/8/3R1KpP/4P3/r7/8,1,1
8/8/6pk/8/3R2KP/4P3/r7/8,0,1
8/6k1/6p1/8/3R2KP/4P3/r7/8,1,1
8/3R2k1/6p1/8/6KP/4P3/r7/8,0,1
8/3R4/5kp1/8/6KP/4P3/r7/8,1,1
8/8/3R1kp1/8/6KP/4P3/r7/8,0,1
8/5k2/3R2p1/8/6KP/4P3/r7/8,1,1
8/5k2/3R2p1/8/4P1KP/8/r7/8,0,1
8/5k2/3R2p1/8/4P1KP/8/8/r7,1,1
8/5k2/3R2p1/8/4PK1P/8/8/r7,0,1
8/6k1/3R2p1/8/4PK1P/8/8/r7,1,1
8/6k1/3R2p1/4K3/4P2P/8/8/r7,0,1
8/6k1/3R2p1/4K3/r3P2P/8/8/8,1,1
8/6k1/3R2p1/3K4/r3P2P/8/8/8,0,1
8/6k1/3R2p1/r2K4/4P2P/8/8/8,1,1
8/6k1/3RK1p1/r7/4P2P/8/8/8,0,1
8/6k1/3RK1p1/8/r3P2P/8/8/8,1,1
8/6k1/3RK1p1/4P3/r6P/8/8/8,0,1
8/6k1/3RK1p1/4P3/7r/8/8/8,1,1
8/4K1k1/3R2p1/4P3/7r/8/8/8,0,1
8/4K1k1/3R4/4P1p1/7r/8/8/8,1,1
8/4K1k1/3RP3/6p1/7r/8/8/8,0,1
8/4K1k1/3RP3/6p1/4r3/8/8/8,1,1
8/4K1k1/4P3/3R2p1/4r3/8/8/8,0,1
8/4K3/4P1k1/3R2p1/4r3/8/8/8,1,1
8/4K3/3RP1k1/6p1/4r3/8/8/8,0,1
8/4K1k1/3RP3/6p1/4r3/8/8/8,1,1
4K3/6k1/3RP3/6p1/4r3/8/8/8,0,1
4K3/8/3RP1k1/6p1/4r3/8/8/8,1,1
4K3/4P3/3R2k1/6p1/4r3/8/8/8,0,1
4K3/4P3/3R4/6pk/4r3/8/8/8,1,1
8/4PK2/3R4/6pk/4r3/8/8/8,0,1
8/4rK2/3R4/6pk/8/8/8/8,1,1
8/4K3/3R4/6pk/8/8/8/8,0,1
8/4K3/3R4/7k/6p1/8/8/8,1,1
8/8/3R1K2/7k/6p1/8/8/8,0,1
8/8/3R1K2/7k/8/6p1/8/8,1,1
8/8/3R4/5K1k/8/6p1/8/8,0,1
8/8/3R4/5K1k/8/8/6p1/8,1,1
3R4/8/8/5K1k/8/8/6p1/8,0,1
3R4/8/8/5K2/7k/8/6p1/8,1,1
3R4/8/8/8/5K1k/8/6p1/8,0,1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,0
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR,1,0
rnbqkbnr/ppppp1pp/8/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R,0,0
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R,1,0
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R,0,0
rnbqkb1r/ppp1p1pp/3p1n2/5p2/3P4/5NP1/PPP1PP1P/RNBQKB1R,1,0
rnbqkb1r/ppp1p1pp/3p1n2/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R,0,0
rnbqkb1r/ppp1p2p/3p1np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R,1,0
rnbqkb1r/ppp1p2p/3p1np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,0,0
rnbqk2r/ppp1p1bp/3p1np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,1,0
rnbqk2r/ppp1p1bp/3p1np1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1,0,0
rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1,1,0
rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1,0,0
r1bq1rk1/ppp1p1bp/2np1np1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1,1,0
r1bq1rk1/ppp1p1bp/2np1np1/3P1p2/2P5/2N2NP1/PP2PPBP/R1BQ1RK1,0,0
r1bq1rk1/ppp1p1bp/3p1np1/3Pnp2/2P5/2N2NP1/PP2PPBP/R1BQ1RK1,1,0
r1bq1rk1/ppp1p1bp/3p1np1/3Pnp2/2P5/1QN2NP1/PP2PPBP/R1B2RK1,0,0
r1bq1rk1/ppp1p1b1/3p1npp/3Pnp2/2P5/1QN2NP1/PP2PPBP/R1B2RK1,1,0
r1bq1rk1/ppp1p1b1/3p1npp/3Pnp2/2PN4/1QN3P1/PP2PPBP/R1B2RK1,0,0
r1bq1rk1/ppp1p1b1/3p1n1p/3Pnpp1/2PN4/1QN3P1/PP2PPBP/R1B2RK1,1,0
r1bq1rk1/ppp1p1b1/3p1n1p/3Pnpp1/2PN1P2/1QN3P1/PP2P1BP/R1B2RK1,0,0
r1bq1rk1/ppp1p1b1/3p1n1p/3Pnp2/2PN1p2/1QN3P1/PP2P1BP/R1B2RK1,1,0
r1bq1rk1/ppp1p1b1/3p1n1p/3Pnp2/2PN1B2/1QN3P1/PP2P1BP/R4RK1,0,0
r1bq1rk1/ppp1p1b1/3p1nnp/3P1p2/2PN1B2/1QN3P1/PP2P1BP/R4RK1,1,0
r1bq1rk1/ppp1p1b1/3p1nnp/3P1p2/2PN1B2/1QN1P1P1/PP4BP/R4RK1,0,0
r1bq1r1k/ppp1p1b1/3p1nnp/3P1p2/2PN1B2/1QN1P1P1/PP4BP/R4RK1,1,0
r1bq1r1k/ppp1p1b1/3p1nnp/3P1p2/2PN1B2/1Q2P1P1/PP2N1BP/R4RK1,0,0
r1bq1r1k/ppp1p1b1/3p2np/3P1p2/2PNnB2/1Q2P1P1/PP2N1BP/R4RK1,1,0
r1bq1r1k/ppp1p1b1/3p2np/3P1p2/2PNnB2/4P1P1/PPQ1N1BP/R4RK1,0,0
r1bq1r1k/pp2p1b1/3p2np/2pP1p2/2PNnB2/4P1P1/PPQ1N1BP/R4RK1,1,0
r1bq1r1k/pp2p1b1/3p2np/1NpP1p2/2P1nB2/4P1P1/PPQ1N1BP/R4RK1,0,0
r1bq1r1k/1p2p1b1/p2p2np/1NpP1p2/2P1nB2/4P1P1/PPQ1N1BP/R4RK1,1,0
r1bq1r1k/1p2p1b1/p2p2np/2pP1p2/2P1nB2/2N1P1P1/PPQ1N1BP/R4RK1,0,0
r1bq1r1k/1p2p1b1/p2p2np/2pP1p2/2P2B2/2n1P1P1/PPQ1N1BP/R4RK1,1,0
r1bq1r1k/1p2p1b1/p2p2np/2pP1p2/2P2B2/2N1P1P1/PPQ3BP/R4RK1,0,0
1rbq1r1k/1p2p1b1/p2p2np/2pP1p2/2P2B2/2N1P1P1/PPQ3BP/R4RK1,1,0
1rbq1r1k/1p2p1b1/p2p2np/2pP1p2/P1P2B2/2N1P1P1/1PQ3BP/R4RK1,0,0
1r1q1r1k/1p1bp1b1/p2p2np/2pP1p2/P1P2B2/2N1P1P1/1PQ3BP/R4RK1,1,0
1r1q1r1k/1p1bp1b1/p2p2np/2pP1p2/P1P2B2/2N1P1P1/1PQ3BP/RR4K1,0,0
1r1q1r1k/3bp1b1/p2p2np/1ppP1p2/P1P2B2/2N1P1P1/1PQ3BP/RR4K1,1,0
1r1q1r1k/3bp1b1/p2p2np/1PpP1p2/2P2B2/2N1P1P1/1PQ3BP/RR4K1,0,0
1r1q1r1k/3bp1b1/3p2np/1ppP1p2/2P2B2/2N1P1P1/1PQ3BP/RR4K1,1,0
1r1q1r1k/3bp1b1/3p2np/1NpP1p2/2P2B2/4P1P1/1PQ3BP/RR4K1,0,0
1r1q1r1k/4p1b1/3p2np/1bpP1p2/2P2B2/4P1P1/1PQ3BP/RR4K1,1,0
1r1q1r1k/4p1b1/3p2np/1PpP1p2/5B2/4P1P1/1PQ3BP/RR4K1,0,0
3q1r1k/4p1b1/3p2np/1rpP1p2/5B2/4P1P1/1PQ3BP/RR4K1,1,0
3q1r1k/4p1b1/3p2np/1rpP1p2/5B2/4P1P1/1PQ4P/RR3BK1,0,0
3q1r1k/4p1b1/3p2np/2pP1p2/1r3B2/4P1P1/1PQ4P/RR3BK1,1,0
3q1r1k/4p1b1/3p2np/2pP1p2/Rr3B2/4P1P1/1PQ4P/1R3BK1,0,0
5r1k/4p1b1/1q1p2np/2pP1p2/Rr3B2/4P1P1/1PQ4P/1R3BK1,1,0
5r1k/4p1b1/1q1p2np/2pP1p2/1R3B2/4P1P1/1PQ4P/1R3BK1,0,0
5r1k/4p1b1/3p2np/2pP1p2/1q3B2/4P1P1/1PQ4P/1R3BK1,1,0
5r1k/4p1b1/3p2np/2pP1p2/1q3B2/3BP1P1/1PQ4P/1R4K1,0,0
5r1k/4p1b1/3p3p/2pP1p2/1q3n2/3BP1P1/1PQ4P/1R4K1,1,0
5r1k/4p1b1/3p3p/2pP1p2/1q3P2/3BP3/1PQ4P/1R4K1,0,0
5r1k/1q2p1b1/3p3p/2pP1p2/5P2/3BP3/1PQ4P/1R4K1,1,0
5r1k/1q2p1b1/3p3p/2pP1p2/2B2P2/4P3/1PQ4P/1R4K1,0,0
5r1k/3qp1b1/3p3p/2pP1p2/2B2P2/4P3/1PQ4P/1R4K1,1,0
5r1k/3qp1b1/3p3p/2pP1p2/2B2P2/4P3/1PQ4P/1R5K,0,0
5r1k/1q2p1b1/3p3p/2pP1p2/2B2P2/4P3/1PQ4P/1R5K,1,0
5r1k/1q2p1b1/3p3p/2pP1p2/2B2P2/1P2P3/2Q4P/1R5K,0,0
5r1k/1q4b1/3p3p/2pPpp2/2B2P2/1P2P3/2Q4P/1R5K,1,0
5r1k/1q4b1/3p3p/2pPPp2/2B5/1P2P3/2Q4P/1R5K,0,0
5r1k/1q6/3p3p/2pPbp2/2B5/1P2P3/2Q4P/1R5K,1,0
5r1k/1q6/3p3p/2pPbp2/2B5/1P2P3/2Q4P/6RK,0,0
5r1k/4q3/3p3p/2pPbp2/2B5/1P2P3/2Q4P/6RK,1,0
5r1k/4q3/3p3p/2pPbp2/2B5/1P2P3/6QP/6RK,0,0
5r1k/8/3p3p/2pPbp2/2B4q/1P2P3/6QP/6RK,1,0
5r1k/8/3p3p/2pPbp2/7q/1P1BP3/6QP/6RK,0,0
5r1k/8/3p1q1p/2pPbp2/8/1P1BP3/6QP/6RK,1,0
5r1k/8/3p1qQp/2pPbp2/8/1P1BP3/7P/6RK,0,0
5r1k/8/3p2qp/2pPbp2/8/1P1BP3/7P/6RK,1,0
5r1k/8/3p2Rp/2pPbp2/8/1P1BP3/7P/7K,0,0
7k/8/3p1rRp/2pPbp2/8/1P1BP3/7P/7K,1,0
7k/8/3p1R1p/2pPbp2/8/1P1BP3/7P/7K,0,0
7k/8/3p1b1p/2pP1p2/8/1P1BP3/7P/7K,1,0
7k/8/3p1b1p/2pP1B2/8/1P2P3/7P/7K,0,0
7k/8/3p3p/2pPbB2/8/1P2P3/7P/7K,1,0
7k/8/3p3p/2pPb3/8/1P1BP3/7P/7K,0,0
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R,0,0
rnbqkbnr/ppppp1pp/8/5p2/8/5N2/PPPPPPPP/RNBQKB1R,1,0
rnbqkbnr/ppppp1pp/8/5p2/8/5NP1/PPPPPP1P/RNBQKB1R,0,0
rnbqkb1r/ppppp1pp/5n2/5p2/8/5NP1/PPPPPP1P/RNBQKB1R,1,0
rnbqkb1r/ppppp1pp/5n2/5p2/8/5NP1/PPPPPPBP/RNBQK2R,0,0
rnbqkb1r/ppppp2p/5np1/5p2/8/5NP1/PPPPPPBP/RNBQK2R,1,0
rnbqkb1r/ppppp2p/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R,0,0
rnbqk2r/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R,1,0
rnbqk2r/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,0,0
rnbq1rk1/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,1,0
rnbq1rk1/ppppp1bp/5np1/5p2/3P4/1P3NP1/P1P1PPBP/RNBQ1RK1,0,0
rnbq1rk1/ppp1p1bp/3p1np1/5p2/3P4/1P3NP1/P1P1PPBP/RNBQ1RK1,1,0
rnbq1rk1/ppp1p1bp/3p1np1/5p2/3P4/1P3NP1/PBP1PPBP/RN1Q1RK1,0,0
rnbq1rk1/pp2p1bp/2pp1np1/5p2/3P4/1P3NP1/PBP1PPBP/RN1Q1RK1,1,0
rnbq1rk1/pp2p1bp/2pp1np1/5p2/3P4/1P3NP1/PBPNPPBP/R2Q1RK1,0,0
rnbq1rk1/1p2p1bp/2pp1np1/p4p2/3P4/1P3NP1/PBPNPPBP/R2Q1RK1,1,0
rnbq1rk1/1p2p1bp/2pp1np1/p4p2/2PP4/1P3NP1/PB1NPPBP/R2Q1RK1,0,0
r1bq1rk1/1p2p1bp/n1pp1np1/p4p2/2PP4/1P3NP1/PB1NPPBP/R2Q1RK1,1,0
r1bq1rk1/1p2p1bp/n1pp1np1/p4p2/2PP4/1P3NP1/PBQNPPBP/R4RK1,0,0
r1b2rk1/1pq1p1bp/n1pp1np1/p4p2/2PP4/1P3NP1/PBQNPPBP/R4RK1,1,0
r1b2rk1/1pq1p1bp/n1pp1np1/p4p2/2PP4/PP3NP1/1BQNPPBP/R4RK1,0,0
r1b1r1k1/1pq1p1bp/n1pp1np1/p4p2/2PP4/PP3NP1/1BQNPPBP/R4RK1,1,0
r1b1r1k1/1pq1p1bp/n1pp1np1/p4p2/2PP4/PPB2NP1/2QNPPBP/R4RK1,0,0
r1b1r1k1/1pq3bp/n1pp1np1/p3pp2/2PP4/PPB2NP1/2QNPPBP/R4RK1,1,0
r1b1r1k1/1pq3bp/n1pp1np1/p1P1pp2/3P4/PPB2NP1/2QNPPBP/R4RK1,0,0
r1b1r1k1/1pq3bp/n1pp1np1/p1P2p2/3Pp3/PPB2NP1/2QNPPBP/R4RK1,1,0
r1b1r1k1/1pq3bp/n1pP1np1/p4p2/3Pp3/PPB2NP1/2QNPPBP/R4RK1,0,0
r1b1r1k1/1p4bp/n1pq1np1/p4p2/3Pp3/PPB2NP1/2QNPPBP/R4RK1,1,0
r1b1r1k1/1p4bp/n1pq1np1/p4p2/2NPp3/PPB2NP1/2Q1PPBP/R4RK1,0,0
r1b1r1k1/1p2q1bp/n1p2np1/p4p2/2NPp3/PPB2NP1/2Q1PPBP/R4RK1,1,0
r1b1r1k1/1p2q1bp/n1p2np1/p3Np2/2NPp3/PPB3P1/2Q1PPBP/R4RK1,0,0
r1b1r1k1/1p2q1bp/n1p3p1/p2nNp2/2NPp3/PPB3P1/2Q1PPBP/R4RK1,1,0
r1b1r1k1/1p2q1bp/n1p3p1/B2nNp2/2NPp3/PP4P1/2Q1PPBP/R4RK1,0,0
r1b1r1k1/1p2q1bp/n5p1/B1pnNp2/2NPp3/PP4P1/2Q1PPBP/R4RK1,1,0
r1b1r1k1/1p2q1bp/n5p1/B1pnNp2/2NPp3/PP2P1P1/2Q2PBP/R4RK1,0,0
r1b1r1k1/4q1bp/n5p1/BppnNp2/2NPp3/PP2P1P1/2Q2PBP/R4RK1,1,0
r1b1r1k1/4q1bp/n5p1/BppnNp2/3Pp3/PP2P1P1/2QN1PBP/R4RK1,0,0
r3r1k1/1b2q1bp/n5p1/BppnNp2/3Pp3/PP2P1P1/2QN1PBP/R4RK1,1,0
r3r1k1/1b2q1bp/n5p1/BppnNp2/3Pp3/PP2P1P1/2QN1PBP/R1R3K1,0,0
rn2r1k1/1b2q1bp/6p1/BppnNp2/3Pp3/PP2P1P1/2QN1PBP/R1R3K1,1,0
rn2r1k1/1b2q1bp/6p1/BppnNp2/1P1Pp3/P3P1P1/2QN1PBP/R1R3K1,0,0
rn2r1k1/1b2q1bp/6p1/Bp1nNp2/1PpPp3/P3P1P1/2QN1PBP/R1R3K1,1,0
rn2r1k1/1b2q1bp/6p1/Bp1nNp2/PPpPp3/4P1P1/2QN1PBP/R1R3K1,0,0
rn2r1k1/1b2q1bp/6p1/Bp1nNp2/PP1Pp3/2p1P1P1/2QN1PBP/R1R3K1,1,0
rn2r1k1/1b2q1bp/6p1/Bp1nNp2/PP1Pp3/1Np1P1P1/2Q2PBP/R1R3K1,0,0
rn2r1k1/1b2q1bp/6p1/B2nNp2/pP1Pp3/1Np1P1P1/2Q2PBP/R1R3K1,1,0
rn2r1k1/1b2q1bp/6p1/B2nNp2/RP1Pp3/1Np1P1P1/2Q2PBP/2R3K1,0,0
rn2r1k1/1b2q2p/6p1/B2nbp2/RP1Pp3/1Np1P1P1/2Q2PBP/2R3K1,1,0
rn2r1k1/1b2q2p/6p1/B2nPp2/RP2p3/1Np1P1P1/2Q2PBP/2R3K1,0,0
r3r1k1/1b2q2p/2n3p1/B2nPp2/RP2p3/1Np1P1P1/2Q2PBP/2R3K1,1,0
r3r1k1/1b2q2p/2n3p1/B2nPp2/RP1Np3/2p1P1P1/2Q2PBP/2R3K1,0,0
r3r1k1/1b2q2p/6p1/B2nnp2/RP1Np3/2p1P1P1/2Q2PBP/2R3K1,1,0
r3r1k1/1b2q2p/6p1/B2nnp2/RP1Np3/2p1P1P1/2Q2P1P/2R2BK1,0,0
r1r3k1/1b2q2p/6p1/B2nnp2/RP1Np3/2p1P1P1/2Q2P1P/2R2BK1,1,0
r1r3k1/1b2q2p/6p1/BP1nnp2/R2Np3/2p1P1P1/2Q2P1P/2R2BK1,0,0
r1r5/1b2q1kp/6p1/BP1nnp2/R2Np3/2p1P1P1/2Q2P1P/2R2BK1,1,0
r1r5/1b2q1kp/6p1/BP1nnp2/R2Np3/1Qp1P1P1/5P1P/2R2BK1,0,0
r1r5/1b2q1kp/6p1/BP1n1p2/R2Np3/1QpnP1P1/5P1P/2R2BK1,1,0
r1r5/1b2q1kp/6p1/BP1n1p2/R2Np3/1QRnP1P1/5P1P/5BK1,0,0
r1r5/1b2q1kp/6p1/BPnn1p2/R2Np3/1QR1P1P1/5P1P/5BK1,1,0
r1r5/1b2q1kp/6p1/BPRn1p2/R2Np3/1Q2P1P1/5P1P/5BK1,0,0
r7/1b2q1kp/6p1/BPrn1p2/R2Np3/1Q2P1P1/5P1P/5BK1,1,0
r7/1b2q1kp/6p1/1Prn1p2/RB1Np3/1Q2P1P1/5P1P/5BK1,0,0
r7/1b2q1kp/6p1/1Pr2p2/Rn1Np3/1Q2P1P1/5P1P/5BK1,1,0
r7/1b2q1kp/4N1p1/1Pr2p2/Rn2p3/1Q2P1P1/5P1P/5BK1,0,0
r7/1b2q2p/4N1pk/1Pr2p2/Rn2p3/1Q2P1P1/5P1P/5BK1,1,0
r7/1b2q2p/6pk/1PN2p2/Rn2p3/1Q2P1P1/5P1P/5BK1,0,0
r7/1b5p/6pk/1Pq2p2/Rn2p3/1Q2P1P1/5P1P/5BK1,1,0
r7/1b5p/6pk/1Pq2p2/RQ2p3/4P1P1/5P1P/5BK1,0,0
r7/1b5p/6pk/1P3p2/Rq2p3/4P1P1/5P1P/5BK1,1,0
r7/1b5p/6pk/1P3p2/1R2p3/4P1P1/5P1P/5BK1,0,0
8/1b5p/6pk/1P3p2/1R2p3/4P1P1/5P1P/r4BK1,1,0
8/1b5p/6pk/1P3p2/3Rp3/4P1P1/5P1P/r4BK1,0,0
2b5/7p/6pk/1P3p2/3Rp3/4P1P1/5P1P/r4BK1,1,0
2b5/7p/6pk/1P3p2/3Rp3/4P1P1/5PKP/r4B2,0,0
2b5/7p/6pk/1P3p2/3Rp3/4P1P1/5PKP/1r3B2,1,0
2b5/7p/6pk/1P3p2/3Rp3/4P1P1/4BPKP/1r6,0,0
2b5/7p/6pk/1P3p2/3Rp3/4P1P1/1r2BPKP/8,1,0
2b5/7p/6pk/1P3p2/3Rp3/4P1P1/1r2BP1P/5K2,0,0
8/7p/4b1pk/1P3p2/3Rp3/4P1P1/1r2BP1P/5K2,1,0
8/7p/4b1pk/1P3p2/3Rp3/4P1P1/1r2BP1P/4K3,0,0
8/6kp/4b1p1/1P3p2/3Rp3/4P1P1/1r2BP1P/4K3,1,0
8/6kp/3Rb1p1/1P3p2/4p3/4P1P1/1r2BP1P/4K3,0,0
8/5k1p/3Rb1p1/1P3p2/4p3/4P1P1/1r2BP1P/4K3,1,0
8/5k1p/1R2b1p1/1P3p2/4p3/4P1P1/1r2BP1P/4K3,0,0
8/5k1p/1R4p1/1P1b1p2/4p3/4P1P1/1r2BP1P/4K3,1,0
8/5k1p/1R4p1/1P1b1p2/4p2P/4P1P1/1r2BP2/4K3,0,0
8/5k2/1R4p1/1P1b1p1p/4p2P/4P1P1/1r2BP2/4K3,1,0
1R6/5k2/6p1/1P1b1p1p/4p2P/4P1P1/1r2BP2/4K3,0,0
1R6/5k2/6p1/1P1b1p1p/4p2P/4P1P1/4BP2/1r2K3,1,0
1R6/5k2/6p1/1P1b1p1p/4p2P/4P1P1/3KBP2/1r6,0,0
1R6/5k2/6p1/1P1b1p1p/4p2P/4P1P1/1r1KBP2/8,1,0
1R6/5k2/6p1/1P1b1p1p/4p2P/4P1P1/1r2BP2/3K4,0,0
1R6/5k2/6p1/1P1b1p1p/4p2P/4P1P1/r3BP2/3K4,1,0
2R5/5k2/6p1/1P1b1p1p/4p2P/4P1P1/r3BP2/3K4,0,0
2R5/5k2/6p1/1P3p1p/4p2P/1b2P1P1/r3BP2/3K4,1,0
2R5/5k2/6p1/1P3p1p/4p2P/1b2P1P1/r3BP2/4K3,0,0
2R5/5k2/6p1/1P3p1p/4p2P/1b2P1P1/4BP2/r3K3,1,0
2R5/5k2/6p1/1P3p1p/4p2P/1b2P1P1/3KBP2/r7,0,0
2R5/5k2/6p1/1P3p1p/4p2P/1b2P1P1/r2KBP2/8,1,0
2R5/5k2/6p1/1P3p1p/4p2P/1b2P1P1/r3BP2/4K3,0,0
2R5/5k2/6p1/1P3p1p/4p2P/1b2P1P1/4BP2/r3K3,1,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,0
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR,1,0
rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR,0,0
rnbqkbnr/pppp2pp/4p3/5p2/2PP4/8/PP2PPPP/RNBQKBNR,1,0
rnbqkbnr/pppp2pp/4p3/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR,0,0
rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR,1,0
rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/2N1P3/PP3PPP/R1BQKBNR,0,0
rnbqkb1r/ppp3pp/4pn2/3p1p2/2PP4/2N1P3/PP3PPP/R1BQKBNR,1,0
rnbqkb1r/ppp3pp/4pn2/3p1p2/2PP4/2NBP3/PP3PPP/R1BQK1NR,0,0
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/2NBP3/PP3PPP/R1BQK1NR,1,0
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/2NBP3/PP2NPPP/R1BQK2R,0,0
rnbqk2r/pp4pp/2pbpn2/3p1p2/2PP4/2NBP3/PP2NPPP/R1BQK2R,1,0
rnbqk2r/pp4pp/2pbpn2/3p1p2/2PP4/2NBPP2/PP2N1PP/R1BQK2R,0,0
rnbq1rk1/pp4pp/2pbpn2/3p1p2/2PP4/2NBPP2/PP2N1PP/R1BQK2R,1,0
rnbq1rk1/pp4pp/2pbpn2/3p1p2/2PP4/2NBPP2/PP2N1PP/R1BQ1RK1,0,0
rnbq1r1k/pp4pp/2pbpn2/3p1p2/2PP4/2NBPP2/PP2N1PP/R1BQ1RK1,1,0
rnbq1r1k/pp4pp/2pbpn2/3p1p2/2PP4/2NBPP2/PPQ1N1PP/R1B2RK1,0,0
rnb2r1k/ppq3pp/2pbpn2/3p1p2/2PP4/2NBPP2/PPQ1N1PP/R1B2RK1,1,0
rnb2r1k/ppq3pp/2pbpn2/3p1p2/2PP4/2NBPP1P/PPQ1N1P1/R1B2RK1,0,0
rnb2r1k/ppq3pp/2pbpn2/5p2/2pP4/2NBPP1P/PPQ1N1P1/R1B2RK1,1,0
rnb2r1k/ppq3pp/2pbpn2/5p2/2BP4/2N1PP1P/PPQ1N1P1/R1B2RK1,0,0
rnb2r1k/ppq3pp/2pb1n2/4pp2/2BP4/2N1PP1P/PPQ1N1P1/R1B2RK1,1,0
rnb2r1k/ppq3pp/2pb1n2/4Pp2/2B5/2N1PP1P/PPQ1N1P1/R1B2RK1,0,0
rnb2r1k/ppq3pp/2p2n2/4bp2/2B5/2N1PP1P/PPQ1N1P1/R1B2RK1,1,0
rnb2r1k/ppq3pp/2p2n2/4bp2/2B2P2/2N1P2P/PPQ1N1P1/R1B2RK1,0,0
rnb2r1k/ppq3pp/2pb1n2/5p2/2B2P2/2N1P2P/PPQ1N1P1/R1B2RK1,1,0
rnb2r1k/ppq3pp/2pb1n2/5p2/2BN1P2/2N1P2P/PPQ3P1/R1B2RK1,0,0
rnb2r1k/ppq3pp/2pb4/5p1n/2BN1P2/2N1P2P/PPQ3P1/R1B2RK1,1,0
rnb2r1k/ppq3pp/2pb4/5p1n/2BN1P2/2N1P2P/PPQ3P1/R1BR2K1,0,0
rnb2r1k/ppq3pp/2p5/2b2p1n/2BN1P2/2N1P2P/PPQ3P1/R1BR2K1,1,0
rnb2r1k/ppq3pp/2p5/2b2p1n/N1BN1P2/4P2P/PPQ3P1/R1BR2K1,0,0
rnb2r1k/ppq3pp/2p5/5p1n/N1Bb1P2/4P2P/PPQ3P1/R1BR2K1,1,0
rnb2r1k/ppq3pp/2p5/5p1n/N1BR1P2/4P2P/PPQ3P1/R1B3K1,0,0
rnb2r1k/ppq3pp/8/2p2p1n/N1BR1P2/4P2P/PPQ3P1/R1B3K1,1,0
rnb2r1k/ppq3pp/8/2p2p1n/N2R1P2/4P2P/PPQ1B1P1/R1B3K1,0,0
rnb2r1k/ppq3pp/8/2p2p2/N2R1P2/4P1nP/PPQ1B1P1/R1B3K1,1,0
rnb2r1k/ppq3pp/8/2p2p2/N2R1P2/4PBnP/PPQ3P1/R1B3K1,0,0
r1b2r1k/ppq3pp/n7/2p2p2/N2R1P2/4PBnP/PPQ3P1/R1B3K1,1,0
r1b2r1k/ppq3pp/n7/2p2p2/N4P2/4PBnP/PPQ3P1/R1BR2K1,0,0
r4r1k/ppqb2pp/n7/2p2p2/N4P2/4PBnP/PPQ3P1/R1BR2K1,1,0
