pos,turn,result
rnbq1rk1/pp4bp/2pp1np1/3Ppp2/2P5/2N2NP1/PP2PPBP/R1BQ1RK1,1,1
rnbq1rk1/pp4bp/2ppPnp1/5p2/2P5/2N2NP1/PP2PPBP/R1BQ1RK1,0,1
rn1q1rk1/pp4bp/2ppbnp1/5p2/2P5/2N2NP1/PP2PPBP/R1BQ1RK1,1,1
rn1q1rk1/pp4bp/2ppbnp1/5p2/2P5/1PN2NP1/P3PPBP/R1BQ1RK1,0,1
r2q1rk1/pp4bp/n1ppbnp1/5p2/2P5/1PN2NP1/P3PPBP/R1BQ1RK1,1,1
r2q1rk1/pp4bp/n1ppbnp1/5pN1/2P5/1PN3P1/P3PPBP/R1BQ1RK1,0,1
r4rk1/pp2q1bp/n1ppbnp1/5pN1/2P5/1PN3P1/P3PPBP/R1BQ1RK1,1,1
r4rk1/pp2q1bp/n1ppNnp1/5p2/2P5/1PN3P1/P3PPBP/R1BQ1RK1,0,1
r4rk1/pp4bp/n1ppqnp1/5p2/2P5/1PN3P1/P3PPBP/R1BQ1RK1,1,1
r4rk1/pp4bp/n1ppqnp1/5p2/2P5/1PN3P1/PB2PPBP/R2Q1RK1,0,1
r4rk1/pp4bp/2ppqnp1/2n2p2/2P5/1PN3P1/PB2PPBP/R2Q1RK1,1,1
r4rk1/pp4bp/2ppqnp1/2n2p2/2P5/1PN3P1/PBQ1PPBP/R4RK1,0,1
r4rk1/1p4bp/2ppqnp1/p1n2p2/2P5/1PN3P1/PBQ1PPBP/R4RK1,1,1
r4rk1/1p4bp/2ppqnp1/p1n2p2/2P5/1PN3P1/PBQ1PPBP/3R1RK1,0,1
3r1rk1/1p4bp/2ppqnp1/p1n2p2/2P5/1PN3P1/PBQ1PPBP/3R1RK1,1,1
3r1rk1/1p4bp/2ppqnp1/p1n2p2/2P5/1PN1P1P1/PBQ2PBP/3R1RK1,0,1
3rr1k1/1p4bp/2ppqnp1/p1n2p2/2P5/1PN1P1P1/PBQ2PBP/3R1RK1,1,1
3rr1k1/1p4bp/2ppqnp1/p1n2p2/2P5/PPN1P1P1/1BQ2PBP/3R1RK1,0,1
3rr1k1/1p4b1/2ppqnp1/p1n2p1p/2P5/PPN1P1P1/1BQ2PBP/3R1RK1,1,1
3rr1k1/1p4b1/2ppqnp1/p1n2p1p/1PP5/P1N1P1P1/1BQ2PBP/3R1RK1,0,1
3rr1k1/1p4b1/2ppqnp1/2n2p1p/1pP5/P1N1P1P1/1BQ2PBP/3R1RK1,1,1
3rr1k1/1p4b1/2ppqnp1/2n2p1p/1PP5/2N1P1P1/1BQ2PBP/3R1RK1,0,1
3rr1k1/1p4b1/2ppqnp1/5p1p/1PP1n3/2N1P1P1/1BQ2PBP/3R1RK1,1,1
3rr1k1/1p4b1/2ppqnp1/5p1p/1PP1N3/4P1P1/1BQ2PBP/3R1RK1,0,1
3rr1k1/1p4b1/2ppqnp1/7p/1PP1p3/4P1P1/1BQ2PBP/3R1RK1,1,1
3rr1k1/1p4b1/2ppqnp1/7p/1PP1p3/4P1P1/1BQR1PBP/5RK1,0,1
3rr1k1/1p4bn/2ppq1p1/7p/1PP1p3/4P1P1/1BQR1PBP/5RK1,1,1
3rr1k1/1p4Bn/2ppq1p1/7p/1PP1p3/4P1P1/2QR1PBP/5RK1,0,1
3rr3/1p4kn/2ppq1p1/7p/1PP1p3/4P1P1/2QR1PBP/5RK1,1,1
3rr3/1p4kn/2ppq1p1/7p/1PP1p2P/4P1P1/2QR1PB1/5RK1,0,1
3rr3/1p4k1/2ppqnp1/7p/1PP1p2P/4P1P1/2QR1PB1/5RK1,1,1
3rr3/1p4k1/2ppqnp1/7p/1PP1p2P/4P1P1/2QR1PB1/3R2K1,0,1
3rr3/1p4k1/2p1qnp1/3p3p/1PP1p2P/4P1P1/2QR1PB1/3R2K1,1,1
3rr3/1p4k1/2p1qnp1/1P1p3p/2P1p2P/4P1P1/2QR1PB1/3R2K1,0,1
2r1r3/1p4k1/2p1qnp1/1P1p3p/2P1p2P/4P1P1/2QR1PB1/3R2K1,1,1
2r1r3/1p4k1/2P1qnp1/3p3p/2P1p2P/4P1P1/2QR1PB1/3R2K1,0,1
2r1r3/6k1/2p1qnp1/3p3p/2P1p2P/4P1P1/2QR1PB1/3R2K1,1,1
2r1r3/6k1/2p1qnp1/3p3p/2P1p2P/2Q1P1P1/3R1PB1/3R2K1,0,1
2r1r3/7k/2p1qnp1/3p3p/2P1p2P/2Q1P1P1/3R1PB1/3R2K1,1,1
2r1r3/7k/2p1qnp1/3p3p/2P1p2P/2Q1P1P1/1R3PB1/3R2K1,0,1
3rr3/7k/2p1qnp1/3p3p/2P1p2P/2Q1P1P1/1R3PB1/3R2K1,1,1
3rr3/1R5k/2p1qnp1/3p3p/2P1p2P/2Q1P1P1/5PB1/3R2K1,0,1
3r4/1R2r2k/2p1qnp1/3p3p/2P1p2P/2Q1P1P1/5PB1/3R2K1,1,1
3r4/1R2r2k/2p1qnp1/3p3p/2P1p2P/2Q1P1PB/5P2/3R2K1,0,1
3r4/1R2rq1k/2p2np1/3p3p/2P1p2P/2Q1P1PB/5P2/3R2K1,1,1
3r4/4rq1k/1Rp2np1/3p3p/2P1p2P/2Q1P1PB/5P2/3R2K1,0,1
3r4/2r2q1k/1Rp2np1/3p3p/2P1p2P/2Q1P1PB/5P2/3R2K1,1,1
3r4/2r2q1k/1Rp2np1/3P3p/4p2P/2Q1P1PB/5P2/3R2K1,0,1
3r4/2r2q1k/1Rp3p1/3n3p/4p2P/2Q1P1PB/5P2/3R2K1,1,1
3r4/2r2q1k/1Rp3p1/3n3p/4p2P/4P1PB/2Q2P2/3R2K1,0,1
5r2/2r2q1k/1Rp3p1/3n3p/4p2P/4P1PB/2Q2P2/3R2K1,1,1
5r2/2r2q1k/2p3p1/3n3p/4p2P/4P1PB/1RQ2P2/3R2K1,0,1
5r2/2r1q2k/2p3p1/3n3p/4p2P/4P1PB/1RQ2P2/3R2K1,1,1
5r2/2r1q2k/2p3p1/3n3p/3Rp2P/4P1PB/1RQ2P2/6K1,0,1
5r2/2r1q2k/2p2np1/7p/3Rp2P/4P1PB/1RQ2P2/6K1,1,1
5r2/2r1q2k/1Rp2np1/7p/3Rp2P/4P1PB/2Q2P2/6K1,0,1
3r4/2r1q2k/1Rp2np1/7p/3Rp2P/4P1PB/2Q2P2/6K1,1,1
3r4/2r1q2k/1Rp2np1/7p/2R1p2P/4P1PB/2Q2P2/6K1,0,1
8/2r1q2k/1Rpr1np1/7p/2R1p2P/4P1PB/2Q2P2/6K1,1,1
8/2r1q2k/2Rr1np1/7p/2R1p2P/4P1PB/2Q2P2/6K1,0,1
8/2r1q2k/2r2np1/7p/2R1p2P/4P1PB/2Q2P2/6K1,1,1
8/2r1q2k/2R2np1/7p/4p2P/4P1PB/2Q2P2/6K1,0,1
8/4q2k/2r2np1/7p/4p2P/4P1PB/2Q2P2/6K1,1,1
8/4q2k/2Q2np1/7p/4p2P/4P1PB/5P2/6K1,0,1
8/4q1k1/2Q2np1/7p/4p2P/4P1PB/5P2/6K1,1,1
8/4q1k1/2Q1Bnp1/7p/4p2P/4P1P1/5P2/6K1,0,1
8/q5k1/2Q1Bnp1/7p/4p2P/4P1P1/5P2/6K1,1,1
8/q5k1/2Q1Bnp1/7p/4p2P/4P1P1/5PK1/8,0,1
8/4q1k1/2Q1Bnp1/7p/4p2P/4P1P1/5PK1/8,1,1
8/4q1k1/1Q2Bnp1/7p/4p2P/4P1P1/5PK1/8,0,1
8/4q2k/1Q2Bnp1/7p/4p2P/4P1P1/5PK1/8,1,1
8/4q2k/1Q2Bnp1/7p/4p2P/4P1P1/5P2/5K2,0,1
8/4q1k1/1Q2Bnp1/7p/4p2P/4P1P1/5P2/5K2,1,1
8/4q1k1/1Q2Bnp1/7p/4p2P/4P1P1/4KP2/8,0,1
8/4q3/1Q2Bnpk/7p/4p2P/4P1P1/4KP2/8,1,1
8/4q3/1Q2Bnpk/7p/4p2P/4P1P1/3K1P2/8,0,1
8/4q3/1Q2B1pk/7p/4p1nP/4P1P1/3K1P2/8,1,1
8/4q3/1Q4pk/7p/4p1BP/4P1P1/3K1P2/8,0,1
8/4q3/1Q4pk/8/4p1pP/4P1P1/3K1P2/8,1,1
8/4q3/1Q4pk/8/4p1pP/2K1P1P1/5P2/8,0,1
8/8/1Q4pk/4q3/4p1pP/2K1P1P1/5P2/8,1,1
8/8/1Q4pk/4q3/2K1p1pP/4P1P1/5P2/8,0,1
8/4q3/1Q4pk/8/2K1p1pP/4P1P1/5P2/8,1,1
8/4q3/6pk/2Q5/2K1p1pP/4P1P1/5P2/8,0,1
8/5q2/6pk/2Q5/2K1p1pP/4P1P1/5P2/8,1,1
8/5q2/6pk/2Q5/3Kp1pP/4P1P1/5P2/8,0,1
8/8/6pk/2Q5/3Kp1pP/4P1P1/5q2/8,1,1
8/8/6pk/6Q1/3Kp1pP/4P1P1/5q2/8,0,1
8/7k/6p1/6Q1/3Kp1pP/4P1P1/5q2/8,1,1
8/7k/6p1/8/3Kp1QP/4P1P1/5q2/8,0,1
8/7k/6p1/8/3Kp1QP/4P1P1/1q6/8,1,1
8/7k/6p1/8/4K1QP/4P1P1/1q6/8,0,1
8/7k/6p1/8/4K1QP/4P1P1/2q5/8,1,1
8/7k/6p1/8/6QP/4PKP1/2q5/8,0,1
8/7k/6p1/8/6QP/4PKP1/8/3q4,1,1
8/7k/6p1/8/5KQP/4P1P1/8/3q4,0,1
8/7k/3q2p1/8/5KQP/4P1P1/8/8,1,1
8/7k/3q2p1/8/4K1QP/4P1P1/8/8,0,1
8/7k/2q3p1/8/4K1QP/4P1P1/8/8,1,1
8/7k/2q3p1/8/6QP/3KP1P1/8/8,0,1
8/7k/q5p1/8/6QP/3KP1P1/8/8,1,1
8/7k/q5p1/8/6QP/4P1P1/3K4/8,0,1
8/7k/6p1/q7/6QP/4P1P1/3K4/8,1,1
8/7k/6p1/q7/6QP/4P1P1/4K3/8,0,1
8/7k/6p1/8/6QP/4P1P1/q3K3/8,1,1
8/7k/6p1/8/6QP/4P1P1/q7/4K3,0,1
8/7k/6p1/3q4/6QP/4P1P1/8/4K3,1,1
8/7k/6p1/3q4/6QP/4P1P1/5K2/8,0,1
8/7k/6p1/8/6QP/4P1P1/3q1K2/8,1,1
8/7k/6p1/8/7P/4P1P1/3qQK2/8,0,1
8/7k/6p1/3q4/7P/4P1P1/4QK2/8,1,1
8/7k/6p1/3q4/4P2P/6P1/4QK2/8,0,1
8/7k/6p1/4q3/4P2P/6P1/4QK2/8,1,1
8/7k/6p1/4q3/4P2P/6P1/4Q1K1/8,0,1
8/6k1/6p1/4q3/4P2P/6P1/4Q1K1/8,1,1
8/6k1/6p1/4q3/4P2P/6PK/4Q3/8,0,1
8/7k/6p1/4q3/4P2P/6PK/4Q3/8,1,1
8/7k/6p1/4q3/4P1QP/6PK/8/8,0,1
8/7k/3q2p1/8/4P1QP/6PK/8/8,1,1
8/7k/3q2p1/7P/4P1Q1/6PK/8/8,0,1
8/7k/3q4/7p/4P1Q1/6PK/8/8,1,1
8/7k/3q4/7Q/4P3/6PK/8/8,0,1
8/6k1/3q4/7Q/4P3/6PK/8/8,1,1
8/6k1/3q4/6Q1/4P3/6PK/8/8,0,1
8/7k/3q4/6Q1/4P3/6PK/8/8,1,1
8/7k/3q4/5Q2/4P3/6PK/8/8,0,1
8/6k1/3q4/5Q2/4P3/6PK/8/8,1,1
8/6k1/3q4/4PQ2/8/6PK/8/8,0,1
8/6k1/8/3qPQ2/8/6PK/8/8,1,1
8/6k1/8/3qP1Q1/8/6PK/8/8,0,1
8/5k2/8/3qP1Q1/8/6PK/8/8,1,1
8/5k2/5Q2/3qP3/8/6PK/8/8,0,1
4k3/8/5Q2/3qP3/8/6PK/8/8,1,1
4k3/8/6Q1/3qP3/8/6PK/8/8,0,1
8/4k3/6Q1/3qP3/8/6PK/8/8,1,1
8/4k3/3Q4/3qP3/8/6PK/8/8,0,1
8/4k3/3q4/4P3/8/6PK/8/8,1,1
8/4k3/3P4/8/8/6PK/8/8,0,1
8/8/3k4/8/8/6PK/8/8,1,1
8/8/3k4/8/6K1/6P1/8/8,0,1
8/8/4k3/8/6K1/6P1/8/8,1,1
8/8/4k3/6K1/8/6P1/8/8,0,1
8/5k2/8/6K1/8/6P1/8/8,1,1
8/5k2/7K/8/8/6P1/8/8,0,1
6k1/8/7K/8/8/6P1/8/8,1,1
6k1/8/7K/8/6P1/8/8/8,0,1
7k/8/7K/8/6P1/8/8/8,1,1
7k/8/7K/6P1/8/8/8/8,0,1
6k1/8/7K/6P1/8/8/8/8,1,1
6k1/8/6K1/6P1/8/8/8/8,0,1
7k/8/6K1/6P1/8/8/8/8,1,1
7k/5K2/8/6P1/8/8/8/8,0,1
8/5K1k/8/6P1/8/8/8/8,1,1
8/5K1k/6P1/8/8/8/8/8,0,1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,1
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR,1,1
rnbqkbnr/ppppp1pp/8/5pB1/3P4/8/PPP1PPPP/RN1QKBNR,0,1
rnbqkbnr/ppppp2p/6p1/5pB1/3P4/8/PPP1PPPP/RN1QKBNR,1,1
rnbqkbnr/ppppp2p/6p1/5pB1/3P4/2N5/PPP1PPPP/R2QKBNR,0,1
rnbqk1nr/ppppp1bp/6p1/5pB1/3P4/2N5/PPP1PPPP/R2QKBNR,1,1
rnbqk1nr/ppppp1bp/6p1/5pB1/3P3P/2N5/PPP1PPP1/R2QKBNR,0,1
rnbqk1nr/ppppp1b1/6pp/5pB1/3P3P/2N5/PPP1PPP1/R2QKBNR,1,1
rnbqk1nr/ppppp1b1/6pp/5p2/3P1B1P/2N5/PPP1PPP1/R2QKBNR,0,1
rnbqk2r/ppppp1b1/5npp/5p2/3P1B1P/2N5/PPP1PPP1/R2QKBNR,1,1
rnbqk2r/ppppp1b1/5npp/5p2/3P1B1P/2NQ4/PPP1PPP1/R3KBNR,0,1
rnbqk2r/ppp1p1b1/3p1npp/5p2/3P1B1P/2NQ4/PPP1PPP1/R3KBNR,1,1
rnbqk2r/ppp1p1b1/3p1npp/5p2/3P1B1P/2NQ3N/PPP1PPP1/R3KB1R,0,1
r1bqk2r/ppp1p1b1/2np1npp/5p2/3P1B1P/2NQ3N/PPP1PPP1/R3KB1R,1,1
r1bqk2r/ppp1p1b1/2np1npp/5p2/3P1B1P/2NQ3N/PPP1PPP1/2KR1B1R,0,1
r1bq1rk1/ppp1p1b1/2np1npp/5p2/3P1B1P/2NQ3N/PPP1PPP1/2KR1B1R,1,1
r1bq1rk1/ppp1p1b1/2np1npp/5p2/3PPB1P/2NQ3N/PPP2PP1/2KR1B1R,0,1
r1bq1rk1/ppp1p1b1/2np1npp/8/3PpB1P/2NQ3N/PPP2PP1/2KR1B1R,1,1
r1bq1rk1/ppp1p1b1/2np1npp/8/3PNB1P/3Q3N/PPP2PP1/2KR1B1R,0,1
r2q1rk1/ppp1p1b1/2np1npp/5b2/3PNB1P/3Q3N/PPP2PP1/2KR1B1R,1,1
r2q1rk1/ppp1p1b1/2np1npp/5b2/3PNB1P/1Q5N/PPP2PP1/2KR1B1R,0,1
r2q1rk1/ppp1p1b1/2n2npp/3p1b2/3PNB1P/1Q5N/PPP2PP1/2KR1B1R,1,1
r2q1rk1/ppp1p1b1/2n2npp/3p1b2/3P1B1P/1Q4NN/PPP2PP1/2KR1B1R,0,1
r2q1rk1/ppp1p1b1/2n2npp/3p4/3P1B1P/1Q4Nb/PPP2PP1/2KR1B1R,1,1
r2q1rk1/ppp1p1b1/2n2npp/3p4/3P1B1P/1Q4NP/PPP2P2/2KR1B1R,0,1
r2q1rk1/ppp1p1b1/2n3pp/3p4/3PnB1P/1Q4NP/PPP2P2/2KR1B1R,1,1
r2q1rk1/ppB1p1b1/2n3pp/3p4/3Pn2P/1Q4NP/PPP2P2/2KR1B1R,0,1
r4rk1/ppq1p1b1/2n3pp/3p4/3Pn2P/1Q4NP/PPP2P2/2KR1B1R,1,1
r4rk1/ppq1p1b1/2n3pp/3Q4/3Pn2P/6NP/PPP2P2/2KR1B1R,0,1
r4r1k/ppq1p1b1/2n3pp/3Q4/3Pn2P/6NP/PPP2P2/2KR1B1R,1,1
r4r1k/ppq1p1b1/2n3pp/8/3PQ2P/6NP/PPP2P2/2KR1B1R,0,1
r6k/ppq1p1b1/2n3pp/8/3PQ2P/6NP/PPP2r2/2KR1B1R,1,1
r6k/ppq1p1b1/2n3pp/8/3PQ2P/6NP/PPP2r2/2KR1BR1,0,1
r6k/ppq1p1b1/6pp/8/1n1PQ2P/6NP/PPP2r2/2KR1BR1,1,1
r6k/ppq1p1b1/6pp/8/1n1PQ2P/3B2NP/PPP2r2/2KR2R1,0,1
r6k/pp2p1b1/6pp/8/1n1PQq1P/3B2NP/PPP2r2/2KR2R1,1,1
r6k/pp2p1b1/6pp/8/1n1P1Q1P/3B2NP/PPP2r2/2KR2R1,0,1
r6k/pp2p1b1/6pp/8/1n1P1r1P/3B2NP/PPP5/2KR2R1,1,1
r6k/pp2p1b1/6pp/8/1n1PBr1P/6NP/PPP5/2KR2R1,0,1
r6k/pp2p1b1/6pp/8/1n1PB2r/6NP/PPP5/2KR2R1,1,1
r6k/pp2p1b1/6pp/8/1n1PB2r/2P3NP/PP6/2KR2R1,0,1
r6k/pp2p1b1/2n3pp/8/3PB2r/2P3NP/PP6/2KR2R1,1,1
r6k/pp2p1b1/2n3Bp/8/3P3r/2P3NP/PP6/2KR2R1,0,1
r6k/pp2p1b1/2n3Bp/8/3P4/2P3Nr/PP6/2KR2R1,1,1
r6k/pp2p1b1/2n3Bp/5N2/3P4/2P4r/PP6/2KR2R1,0,1
r6k/pp2p3/2n2bBp/5N2/3P4/2P4r/PP6/2KR2R1,1,1
r6k/pp2p3/2n2bBp/5N2/3P4/2P4r/PP6/1K1R2R1,0,1
6rk/pp2p3/2n2bBp/5N2/3P4/2P4r/PP6/1K1R2R1,1,1
6rk/pp2pB2/2n2b1p/5N2/3P4/2P4r/PP6/1K1R2R1,0,1
7k/pp2pB2/2n2b1p/5Nr1/3P4/2P4r/PP6/1K1R2R1,1,1
7k/pp2pB2/2n2b1p/5Nr1/3P4/2P4r/PP6/1K3RR1,0,1
7k/pp2pB2/2n2b1p/5Nr1/3P4/2P5/PP5r/1K3RR1,1,1
7k/pp2p3/2n2b1p/3B1Nr1/3P4/2P5/PP5r/1K3RR1,0,1
3n3k/pp2p3/5b1p/3B1Nr1/3P4/2P5/PP5r/1K3RR1,1,1
3n3k/pp2p3/5b1p/5Nr1/3PB3/2P5/PP5r/1K3RR1,0,1
3n2k1/pp2p3/5b1p/5Nr1/3PB3/2P5/PP5r/1K3RR1,1,1
3n2k1/pp2p3/5b1p/5Nr1/P2PB3/2P5/1P5r/1K3RR1,0,1
3n2k1/p3p3/1p3b1p/5Nr1/P2PB3/2P5/1P5r/1K3RR1,1,1
3n2k1/p3p3/1p3b1p/5Nr1/P2PB3/2P5/KP5r/5RR1,0,1
3n1k2/p3p3/1p3b1p/5Nr1/P2PB3/2P5/KP5r/5RR1,1,1
3n1k2/p3p3/1p3b1p/5Nr1/P2PB3/K1P5/1P5r/5RR1,0,1
3nk3/p3p3/1p3b1p/5Nr1/P2PB3/K1P5/1P5r/5RR1,1,1
3nk3/p3p3/1p3b1p/5Nr1/P2PB3/K1P5/1P5r/5R1R,0,1
3nk3/p3p3/1p3b1p/5N1r/P2PB3/K1P5/1P5r/5R1R,1,1
3nk3/p3p3/1p3b1p/P4N1r/3PB3/K1P5/1P5r/5R1R,0,1
3nk3/p3p3/1p3b1p/P4N1r/3PB3/K1P5/1P6/5R1r,1,1
3nk3/p3p3/1p3b1p/P4N1r/3P4/K1P5/1P6/5R1B,0,1
3n4/p2kp3/1p3b1p/P4N1r/3P4/K1P5/1P6/5R1B,1,1
3n4/p2kp3/1P3b1p/5N1r/3P4/K1P5/1P6/5R1B,0,1
3n4/3kp3/1p3b1p/5N1r/3P4/K1P5/1P6/5R1B,1,1
3n4/3kp3/1p3b1p/7r/3P4/K1P3N1/1P6/5R1B,0,1
3n4/3kp3/1p3b1p/r7/3P4/K1P3N1/1P6/5R1B,1,1
3n4/3kp3/1p3b1p/r7/1K1P4/2P3N1/1P6/5R1B,0,1
8/3kp3/1p2nb1p/r7/1K1P4/2P3N1/1P6/5R1B,1,1
8/3kp3/1p2nb1p/r7/1K1P4/2P2BN1/1P6/5R2,0,1
8/2nkp3/1p3b1p/r7/1K1P4/2P2BN1/1P6/5R2,1,1
8/2nkp3/1p3b1p/r7/1K1P4/2P2BN1/1P6/7R,0,1
8/2nkp3/1p3b1p/1r6/1K1P4/2P2BN1/1P6/7R,1,1
8/2nkp3/1p3b1p/1r6/3P4/K1P2BN1/1P6/7R,0,1
8/2nkp3/1p3b1p/r7/3P4/K1P2BN1/1P6/7R,1,1
8/2nkp3/1p3b1p/r7/3P4/1KP2BN1/1P6/7R,0,1
8/2nkp3/1p5p/r5b1/3P4/1KP2BN1/1P6/7R,1,1
8/2nkp3/1p5p/r5b1/3P2B1/1KP3N1/1P6/7R,0,1
8/2nk4/1p2p2p/r5b1/3P2B1/1KP3N1/1P6/7R,1,1
8/2nk4/1p2p2p/r5b1/3PN1B1/1KP5/1P6/7R,0,1
8/2nk4/1p2p2p/1r4b1/3PN1B1/1KP5/1P6/7R,1,1
8/2nk4/1p2p2p/1r4b1/3PN1B1/2P5/1PK5/7R,0,1
8/3k4/1p2p2p/1r1n2b1/3PN1B1/2P5/1PK5/7R,1,1
8/3k4/1p2p2p/1r1n2b1/3PN3/2P5/1PK1B3/7R,0,1
8/3k4/1p2p2p/1r4b1/3PN3/2P1n3/1PK1B3/7R,1,1
8/3k4/1p2p2p/1r4b1/3PN3/2PKn3/1P2B3/7R,0,1
8/3k4/1p2p2p/1r4b1/3PN3/2PK4/1P2B1n1/7R,1,1
8/3k4/1p2p2p/1r4b1/1P1PN3/2PK4/4B1n1/7R,0,1
8/3k4/1p2p2p/1r4b1/1P1PNn2/2PK4/4B3/7R,1,1
8/3k4/1p2p2p/1r4b1/1PKPNn2/2P5/4B3/7R,0,1
8/3k4/1p2p2p/5rb1/1PKPNn2/2P5/4B3/7R,1,1
8/3k4/1p2p2p/5rb1/1PKPNnB1/2P5/8/7R,0,1
5r2/3k4/1p2p2p/6b1/1PKPNnB1/2P5/8/7R,1,1
5r2/3k4/1p2p2p/6b1/1PKPNnB1/2P5/8/R7,0,1
3b1r2/3k4/1p2p2p/8/1PKPNnB1/2P5/8/R7,1,1
3b1r2/R2k4/1p2p2p/8/1PKPNnB1/2P5/8/8,0,1
5r2/R1bk4/1p2p2p/8/1PKPNnB1/2P5/8/8,1,1
5r2/R1bk4/1p2p2p/8/1PKPNn2/2P5/8/3B4,0,1
5r2/R1bk4/1p2p3/7p/1PKPNn2/2P5/8/3B4,1,1
5r2/R1bk4/1p2p3/7p/BPKPNn2/2P5/8/8,0,1
3k1r2/R1b5/1p2p3/7p/BPKPNn2/2P5/8/8,1,1
3k1r2/R1b5/1p2p3/1K5p/BP1PNn2/2P5/8/8,0,1
3k4/R1b2r2/1p2p3/1K5p/BP1PNn2/2P5/8/8,1,1
3k4/R1b2r2/1pK1p3/7p/BP1PNn2/2P5/8/8,0,1
3k4/R1b2r2/1pK1p3/3n3p/BP1PN3/2P5/8/8,1,1
R2k4/2b2r2/1pK1p3/3n3p/BP1PN3/2P5/8/8,0,1
R7/2b1kr2/1pK1p3/3n3p/BP1PN3/2P5/8/8,1,1
R7/2b1kr2/1pK1p3/3n3p/1P1PN3/1BP5/8/8,0,1
R7/2b1kr2/1pK1p3/7p/1P1PN3/1Bn5/8/8,1,1
R7/2b1kr2/1pK1p3/7p/1P1P4/1BN5/8/8,0,1
R7/2b1k3/1pK1p3/7p/1P1P4/1BN2r2/8/8,1,1
R7/2b1k3/1pK1p3/1N5p/1P1P4/1B3r2/8/8,0,1
R7/2b1k3/1pK1p3/1N5p/1P1P4/1r6/8/8,1,1
R7/2K1k3/1p2p3/1N5p/1P1P4/1r6/8/8,0,1
R7/2K1k3/1p2p3/1N5p/1r1P4/8/8/8,1,1
R7/4k3/1K2p3/1N5p/1r1P4/8/8/8,0,1
R7/8/1K2pk2/1N5p/1r1P4/8/8/8,1,1
7R/8/1K2pk2/1N5p/1r1P4/8/8/8,0,1
7R/8/1K2p3/1N4kp/1r1P4/8/8/8,1,1
7R/8/4p3/1NK3kp/1r1P4/8/8/8,0,1
7R/8/4p3/1NK3kp/3P4/8/8/1r6,1,1
7R/2N5/4p3/2K3kp/3P4/8/8/1r6,0,1
7R/2N5/4p3/2K3k1/3P3p/8/8/1r6,1,1
7R/8/4N3/2K3k1/3P3p/8/8/1r6,0,1
7R/8/4N3/2K5/3P2kp/8/8/1r6,1,1
7R/8/4N3/2KP4/6kp/8/8/1r6,0,1
7R/8/4N3/2KP4/6kp/8/8/2r5,1,1
7R/8/3KN3/3P4/6kp/8/8/2r5,0,1
7R/8/3KN3/3P4/6kp/8/8/3r4,1,1
6R1/8/3KN3/3P4/6kp/8/8/3r4,0,1
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R,0,1
rnbqkbnr/pppppp1p/6p1/8/8/5N2/PPPPPPPP/RNBQKB1R,1,1
rnbqkbnr/pppppp1p/6p1/8/8/5NP1/PPPPPP1P/RNBQKB1R,0,1
rnbqk1nr/ppppppbp/6p1/8/8/5NP1/PPPPPP1P/RNBQKB1R,1,1
rnbqk1nr/ppppppbp/6p1/8/8/5NP1/PPPPPPBP/RNBQK2R,0,1
rnbqk1nr/ppp1ppbp/3p2p1/8/8/5NP1/PPPPPPBP/RNBQK2R,1,1
rnbqk1nr/ppp1ppbp/3p2p1/8/3P4/5NP1/PPP1PPBP/RNBQK2R,0,1
rnbqk1nr/ppp1p1bp/3p2p1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R,1,1
rnbqk1nr/ppp1p1bp/3p2p1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,0,1
rnbqk2r/ppp1p1bp/3p1np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,1,1
rnbqk2r/ppp1p1bp/3p1np1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1,0,1
rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1,1,1
rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1,0,1
rnbq1rk1/ppp3bp/3ppnp1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1,1,1
rnbq1rk1/ppp3bp/3ppnp1/5p2/1PPP4/2N2NP1/P3PPBP/R1BQ1RK1,0,1
rnbq1rk1/ppp3bp/3p1np1/4pp2/1PPP4/2N2NP1/P3PPBP/R1BQ1RK1,1,1
rnbq1rk1/ppp3bp/3p1np1/4Pp2/1PP5/2N2NP1/P3PPBP/R1BQ1RK1,0,1
rnbq1rk1/ppp3bp/5np1/4pp2/1PP5/2N2NP1/P3PPBP/R1BQ1RK1,1,1
rnbq1rk1/ppp3bp/5np1/4pp2/1PP1P3/2N2NP1/P4PBP/R1BQ1RK1,0,1
r1bq1rk1/ppp3bp/2n2np1/4pp2/1PP1P3/2N2NP1/P4PBP/R1BQ1RK1,1,1
r1bq1rk1/ppp3bp/2n2np1/4pp2/1PP1P3/1QN2NP1/P4PBP/R1B2RK1,0,1
r1bq1rk1/ppp3bp/2n2np1/4p3/1PP1p3/1QN2NP1/P4PBP/R1B2RK1,1,1
