f7f5,r4rk1/pp1n1ppp/4q3/2pb4/7Q/P3PP2/1P1BB1PP/R4RK1,g8h8 f8e8 f8d8 f8c8 f8b8 a8e8 a8d8 a8c8 a8b8 d7b8 d7f6 d7b6 d7e5 e6e8 e6e7 e6h6 e6g6 e6f6 e6d6 e6c6 e6b6 e6a6 e6f5 e6e5 e6g4 e6e4 e6h3 e6e3 d5c6 d5e4 d5c4 d5f3 d5b3 d5a2 h7h6 g7g6 f7f6 b7b6 a7a6 c5c4 h7h5 g7g5 f7f5 b7b5 a7a5
a1c1,r4rk1/pp1n2pp/4q3/2pb1p2/7Q/P3PP2/1P1BB1PP/R4RK1,h4d8 h4h7 h4e7 h4h6 h4f6 h4h5 h4g5 h4g4 h4f4 h4e4 h4d4 h4c4 h4b4 h4a4 h4h3 h4g3 h4f2 h4e1 e2a6 e2b5 e2c4 e2d3 e2d1 d2a5 d2b4 d2c3 d2e1 d2c1 g1f2 g1h1 f1f2 f1e1 f1d1 f1c1 f1b1 a1a2 a1e1 a1d1 a1c1 a1b1 f3f4 e3e4 a3a4 h2h3 g2g3 b2b3 g2g4 b2b4
a8c8,r4rk1/pp1n2pp/4q3/2pb1p2/7Q/P3PP2/1P1BB1PP/2R2RK1,g8h8 g8f7 f8e8 f8d8 f8c8 f8b8 f8f7 f8f6 a8e8 a8d8 a8c8 a8b8 d7b8 d7f6 d7b6 d7e5 e6e8 e6f7 e6e7 e6h6 e6g6 e6f6 e6d6 e6c6 e6b6 e6a6 e6e5 e6e4 e6e3 d5c6 d5e4 d5c4 d5f3 d5b3 d5a2 h7h6 g7g6 b7b6 a7a6 f5f4 c5c4 h7h5 g7g5 b7b5 a7a5
f1e1,2r2rk1/pp1n2pp/4q3/2pb1p2/7Q/P3PP2/1P1BB1PP/2R2RK1,h4d8 h4h7 h4e7 h4h6 h4f6 h4h5 h4g5 h4g4 h4f4 h4e4 h4d4 h4c4 h4b4 h4a4 h4h3 h4g3 h4f2 h4e1 e2a6 e2b5 e2c4 e2d3 e2d1 d2a5 d2b4 d2c3 d2e1 g1f2 g1h1 f1f2 f1e1 f1d1 c1c5 c1c4 c1c3 c1c2 c1e1 c1d1 c1b1 c1a1 f3f4 e3e4 a3a4 h2h3 g2g3 b2b3 g2g4 b2b4
d7e5,2r2rk1/pp1n2pp/4q3/2pb1p2/7Q/P3PP2/1P1BB1PP/2R1R1K1,g8h8 g8f7 f8e8 f8d8 f8f7 f8f6 c8e8 c8d8 c8b8 c8a8 c8c7 c8c6 d7b8 d7f6 d7b6 d7e5 e6e8 e6f7 e6e7 e6h6 e6g6 e6f6 e6d6 e6c6 e6b6 e6a6 e6e5 e6e4 e6e3 d5c6 d5e4 d5c4 d5f3 d5b3 d5a2 h7h6 g7g6 b7b6 a7a6 f5f4 c5c4 h7h5 g7g5 b7b5 a7a5
d2c3,2r2rk1/pp4pp/4q3/2pbnp2/7Q/P3PP2/1P1BB1PP/2R1R1K1,h4d8 h4h7 h4e7 h4h6 h4f6 h4h5 h4g5 h4g4 h4f4 h4e4 h4d4 h4c4 h4b4 h4a4 h4h3 h4g3 h4f2 e2a6 e2b5 e2c4 e2d3 e2f1 e2d1 d2a5 d2b4 d2c3 g1f2 g1h1 g1f1 e1f1 e1d1 c1c5 c1c4 c1c3 c1c2 c1d1 c1b1 c1a1 f3f4 e3e4 a3a4 h2h3 g2g3 b2b3 g2g4 b2b4
e5g6,2r2rk1/pp4pp/4q3/2pbnp2/7Q/P1B1PP2/1P2B1PP/2R1R1K1,g8h8 g8f7 f8e8 f8d8 f8f7 f8f6 c8e8 c8d8 c8b8 c8a8 c8c7 c8c6 e6e8 e6f7 e6e7 e6d7 e6h6 e6g6 e6f6 e6d6 e6c6 e6b6 e6a6 e5f7 e5d7 e5g6 e5c6 e5g4 e5c4 e5f3 e5d3 d5c6 d5e4 d5c4 d5f3 d5b3 d5a2 h7h6 g7g6 b7b6 a7a6 f5f4 c5c4 h7h5 g7g5 b7b5 a7a5
h4f2,2r2rk1/pp4pp/4q1n1/2pb1p2/7Q/P1B1PP2/1P2B1PP/2R1R1K1,h4d8 h4h7 h4e7 h4h6 h4f6 h4h5 h4g5 h4g4 h4f4 h4e4 h4d4 h4c4 h4b4 h4a4 h4h3 h4g3 h4f2 c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 e2a6 e2b5 e2c4 e2d3 e2f1 e2d1 g1f2 g1h1 g1f1 e1f1 e1d1 c1c2 c1d1 c1b1 c1a1 f3f4 e3e4 a3a4 h2h3 g2g3 b2b3 g2g4 b2b4
d5b3,2r2rk1/pp4pp/4q1n1/2pb1p2/8/P1B1PP2/1P2BQPP/2R1R1K1,g8h8 g8f7 f8e8 f8d8 f8f7 f8f6 c8e8 c8d8 c8b8 c8a8 c8c7 c8c6 g6h8 g6e7 g6e5 g6h4 g6f4 e6e8 e6f7 e6e7 e6d7 e6f6 e6d6 e6c6 e6b6 e6a6 e6e5 e6e4 e6e3 d5c6 d5e4 d5c4 d5f3 d5b3 d5a2 h7h6 b7b6 a7a6 f5f4 c5c4 h7h5 b7b5 a7a5
e2f1,2r2rk1/pp4pp/4q1n1/2p2p2/8/PbB1PP2/1P2BQPP/2R1R1K1,c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 f2h4 f2g3 f2f1 e2a6 e2b5 e2c4 e2d3 e2f1 e2d1 g1h1 g1f1 e1f1 e1d1 c1c2 c1d1 c1b1 c1a1 f3f4 e3e4 a3a4 h2h3 g2g3 h2h4 g2g4
a7a6,2r2rk1/pp4pp/4q1n1/2p2p2/8/PbB1PP2/1P3QPP/2R1RBK1,g8h8 g8f7 f8e8 f8d8 f8f7 f8f6 c8e8 c8d8 c8b8 c8a8 c8c7 c8c6 g6h8 g6e7 g6e5 g6h4 g6f4 e6e8 e6f7 e6e7 e6d7 e6f6 e6d6 e6c6 e6b6 e6a6 e6e5 e6d5 e6e4 e6c4 e6e3 b3d5 b3c4 b3a4 b3c2 b3a2 b3d1 h7h6 b7b6 a7a6 f5f4 c5c4 h7h5 b7b5 a7a5
f2g3,2r2rk1/1p4pp/p3q1n1/2p2p2/8/PbB1PP2/1P3QPP/2R1RBK1,c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 f2h4 f2g3 f2e2 f2d2 f2c2 g1h1 f1a6 f1b5 f1c4 f1d3 f1e2 e1e2 e1d1 c1c2 c1d1 c1b1 c1a1 f3f4 e3e4 a3a4 h2h3 g2g3 h2h4 g2g4
e6e7,2r2rk1/1p4pp/p3q1n1/2p2p2/8/PbB1PPQ1/1P4PP/2R1RBK1,g8h8 g8f7 f8e8 f8d8 f8f7 f8f6 c8e8 c8d8 c8b8 c8a8 c8c7 c8c6 g6h8 g6e7 g6e5 g6h4 g6f4 e6e8 e6f7 e6e7 e6d7 e6f6 e6d6 e6c6 e6b6 e6e5 e6d5 e6e4 e6c4 e6e3 b3d5 b3c4 b3a4 b3c2 b3a2 b3d1 h7h6 b7b6 a6a5 f5f4 c5c4 h7h5 b7b5
f1d3,2r2rk1/1p2q1pp/p5n1/2p2p2/8/PbB1PPQ1/1P4PP/2R1RBK1,g3b8 g3c7 g3g6 g3d6 g3g5 g3e5 g3h4 g3g4 g3f4 g3h3 g3f2 c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 g1f2 g1h1 f1a6 f1b5 f1c4 f1d3 f1e2 e1e2 e1d1 c1c2 c1d1 c1b1 c1a1 f3f4 e3e4 a3a4 h2h3 h2h4
c8c6,2r2rk1/1p2q1pp/p5n1/2p2p2/8/PbBBPPQ1/1P4PP/2R1R1K1,g8h8 g8f7 f8e8 f8d8 f8f7 f8f6 c8e8 c8d8 c8b8 c8a8 c8c7 c8c6 e7e8 e7d8 e7f7 e7d7 e7c7 e7f6 e7e6 e7d6 e7g5 e7e5 e7h4 e7e4 e7e3 g6h8 g6e5 g6h4 g6f4 b3f7 b3e6 b3d5 b3c4 b3a4 b3c2 b3a2 b3d1 h7h6 b7b6 a6a5 f5f4 c5c4 h7h5 b7b5
g3f2,5rk1/1p2q1pp/p1r3n1/2p2p2/8/PbBBPPQ1/1P4PP/2R1R1K1,g3b8 g3c7 g3g6 g3d6 g3g5 g3e5 g3h4 g3g4 g3f4 g3h3 g3f2 d3a6 d3f5 d3b5 d3e4 d3c4 d3e2 d3c2 d3f1 d3b1 c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 g1f2 g1h1 g1f1 e1e2 e1f1 e1d1 c1c2 c1d1 c1b1 c1a1 f3f4 e3e4 a3a4 h2h3 h2h4
c6e6,5rk1/1p2q1pp/p1r3n1/2p2p2/8/PbBBPP2/1P3QPP/2R1R1K1,g8h8 g8f7 f8e8 f8d8 f8c8 f8b8 f8a8 f8f7 f8f6 e7e8 e7d8 e7f7 e7d7 e7c7 e7f6 e7e6 e7d6 e7g5 e7e5 e7h4 e7e4 e7e3 g6h8 g6e5 g6h4 g6f4 c6c8 c6c7 c6f6 c6e6 c6d6 c6b6 b3f7 b3e6 b3d5 b3c4 b3a4 b3c2 b3a2 b3d1 h7h6 b7b6 a6a5 f5f4 c5c4 h7h5 b7b5
g2g3,5rk1/1p2q1pp/p3r1n1/2p2p2/8/PbBBPP2/1P3QPP/2R1R1K1,d3a6 d3f5 d3b5 d3e4 d3c4 d3e2 d3c2 d3f1 d3b1 c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 f2h4 f2g3 f2e2 f2d2 f2c2 f2f1 g1h1 g1f1 e1e2 e1f1 e1d1 c1c2 c1d1 c1b1 c1a1 f3f4 e3e4 a3a4 h2h3 g2g3 h2h4 g2g4
h7h5,5rk1/1p2q1pp/p3r1n1/2p2p2/8/PbBBPPP1/1P3Q1P/2R1R1K1,g8h8 g8f7 f8e8 f8d8 f8c8 f8b8 f8a8 f8f7 f8f6 e7e8 e7d8 e7f7 e7d7 e7c7 e7f6 e7d6 e7g5 e7h4 g6h8 g6e5 g6h4 g6f4 e6f6 e6d6 e6c6 e6b6 e6e5 e6e4 e6e3 b3d5 b3c4 b3a4 b3c2 b3a2 b3d1 h7h6 b7b6 a6a5 f5f4 c5c4 h7h5 b7b5
h2h4,5rk1/1p2q1p1/p3r1n1/2p2p1p/8/PbBBPPP1/1P3Q1P/2R1R1K1,d3a6 d3f5 d3b5 d3e4 d3c4 d3e2 d3c2 d3f1 d3b1 c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 f2g2 f2e2 f2d2 f2c2 f2f1 g1g2 g1h1 g1f1 e1e2 e1f1 e1d1 c1c2 c1d1 c1b1 c1a1 g3g4 f3f4 e3e4 a3a4 h2h3 h2h4
b7b5,5rk1/1p2q1p1/p3r1n1/2p2p1p/7P/PbBBPPP1/1P3Q2/2R1R1K1,g8h8 g8h7 g8f7 f8e8 f8d8 f8c8 f8b8 f8a8 f8f7 f8f6 e7e8 e7d8 e7f7 e7d7 e7c7 e7f6 e7d6 e7g5 e7h4 g6h8 g6e5 g6h4 g6f4 e6f6 e6d6 e6c6 e6b6 e6e5 e6e4 e6e3 b3d5 b3c4 b3a4 b3c2 b3a2 b3d1 b7b6 a6a5 f5f4 c5c4 b7b5
f3f4,5rk1/4q1p1/p3r1n1/1pp2p1p/7P/PbBBPPP1/1P3Q2/2R1R1K1,d3f5 d3b5 d3e4 d3c4 d3e2 d3c2 d3f1 d3b1 c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 f2h2 f2g2 f2e2 f2d2 f2c2 f2f1 g1h2 g1g2 g1h1 g1f1 e1e2 e1f1 e1d1 c1c2 c1d1 c1b1 c1a1 g3g4 f3f4 e3e4 a3a4
b3d5,5rk1/4q1p1/p3r1n1/1pp2p1p/5P1P/PbBBP1P1/1P3Q2/2R1R1K1,g8h8 g8h7 g8f7 f8e8 f8d8 f8c8 f8b8 f8a8 f8f7 f8f6 e7e8 e7d8 e7f7 e7d7 e7c7 e7b7 e7a7 e7f6 e7d6 e7g5 e7h4 g6h8 g6e5 g6h4 g6f4 e6f6 e6d6 e6c6 e6b6 e6e5 e6e4 e6e3 b3d5 b3c4 b3a4 b3c2 b3a2 b3d1 a6a5 c5c4 b5b4
d3e2,5rk1/4q1p1/p3r1n1/1ppb1p1p/5P1P/P1BBP1P1/1P3Q2/2R1R1K1,d3f5 d3b5 d3e4 d3c4 d3e2 d3c2 d3f1 d3b1 c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 f2f3 f2h2 f2g2 f2e2 f2d2 f2c2 f2f1 g1h2 g1f1 e1e2 e1f1 e1d1 c1c2 c1d1 c1b1 c1a1 g3g4 e3e4 a3a4 b2b3 b2b4
g8f7,5rk1/4q1p1/p3r1n1/1ppb1p1p/5P1P/P1B1P1P1/1P2BQ2/2R1R1K1,g8h8 g8h7 g8f7 f8e8 f8d8 f8c8 f8b8 f8a8 f8f7 f8f6 e7e8 e7d8 e7f7 e7d7 e7c7 e7b7 e7a7 e7f6 e7d6 e7g5 e7h4 g6h8 g6e5 g6h4 g6f4 e6f6 e6d6 e6c6 e6b6 e6e5 e6e4 e6e3 d5a8 d5b7 d5c6 d5e4 d5c4 d5f3 d5b3 d5g2 d5a2 d5h1 a6a5 c5c4 b5b4
e2h5,5r2/4qkp1/p3r1n1/1ppb1p1p/5P1P/P1B1P1P1/1P2BQ2/2R1R1K1,c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 f2f3 f2h2 f2g2 f2f1 e2h5 e2b5 e2g4 e2c4 e2f3 e2d3 e2f1 e2d1 g1h2 g1f1 e1f1 e1d1 c1c2 c1d1 c1b1 c1a1 g3g4 e3e4 a3a4 b2b3 b2b4
f8h8,5r2/4qkp1/p3r1n1/1ppb1p1B/5P1P/P1B1P1P1/1P3Q2/2R1R1K1,f8h8 f8g8 f8e8 f8d8 f8c8 f8b8 f8a8 f7g8 f7e8 e7e8 e7d8 e7d7 e7c7 e7b7 e7a7 e7f6 e7d6 e7g5 e7h4 e6f6 e6d6 e6c6 e6b6 e6e5 e6e4 e6e3 d5a8 d5b7 d5c6 d5e4 d5c4 d5f3 d5b3 d5g2 d5a2 d5h1 a6a5 c5c4 b5b4
c1d1,7r/4qkp1/p3r1n1/1ppb1p1B/5P1P/P1B1P1P1/1P3Q2/2R1R1K1,h5g6 h5g4 h5f3 h5e2 h5d1 c3g7 c3f6 c3e5 c3a5 c3d4 c3b4 c3d2 f2f3 f2h2 f2g2 f2e2 f2d2 f2c2 f2f1 g1h2 g1f1 e1e2 e1f1 e1d1 c1c2 c1d1 c1b1 c1a1 g3g4 e3e4 a3a4 b2b3 b2b4
